level_0,index,distance_km,distance_m,duration_h,duration_m,end_location,from_a,geocoder_status,id_cb,partial_match,place_id,start_location,to_b,types
55,0,18.9 km,18892,20 mins,1177,"{'lat': 48.4003727, 'lng': 21.666996}","076 05 Brehov, Slovakia",OK,8,NULL,ChIJ8WTe2svQOEcRqc58G1XzWH8,"{'lat': 48.4872872, 'lng': 21.8195503}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
57,0,22.6 km,22559,20 mins,1192,"{'lat': 48.4003727, 'lng': 21.666996}","076 16 Stanča, Slovakia",OK,8,NULL,ChIJ42CdNysrP0cRgByXxtH3AAQ,"{'lat': 48.5689496, 'lng': 21.6578755}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
56,0,48.7 km,48655,54 mins,3226,"{'lat': 48.4003727, 'lng': 21.666996}","044 58 Belža, Slovakia",OK,8,NULL,ChIJeeDu7-sjP0cRkESXxtH3AAQ,"{'lat': 48.5808077, 'lng': 21.2741044}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
64,0,14.0 km,13978,14 mins,826,"{'lat': 48.4003727, 'lng': 21.666996}","076 14 Michaľany, Slovakia",OK,8,NULL,ChIJI6oUfUnTOEcRYHCXxtH3AAQ,"{'lat': 48.5137583, 'lng': 21.6213664}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
58,0,13.8 km,13849,14 mins,866,"{'lat': 48.4003727, 'lng': 21.666996}","076 05 Cejkov, Slovakia",OK,8,NULL,ChIJ8f08Mw_ROEcRdYBNV9E0mcg,"{'lat': 48.4679814, 'lng': 21.7623173}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
70,0,12.6 km,12573,14 mins,839,"{'lat': 48.4003727, 'lng': 21.666996}","076 36 Malý Kamenec, Slovakia",OK,8,NULL,ChIJqZby-sbFOEcRQHCXxtH3AAQ,"{'lat': 48.3520822, 'lng': 21.7895763}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
59,0,24.2 km,24150,21 mins,1254,"{'lat': 48.4003727, 'lng': 21.666996}","076 17 Nižný Žipov, Slovakia",OK,8,NULL,ChIJuYuC8N0qP0cR48ntNy7FsQw,"{'lat': 48.5823056, 'lng': 21.6369371}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
60,0,28.4 km,28400,24 mins,1457,"{'lat': 48.4003727, 'lng': 21.666996}","075 01 Egreš, Slovakia",OK,8,NULL,ChIJxe3SkA4qP0cR8G6XxtH3AAQ,"{'lat': 48.6141719, 'lng': 21.6090782}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
61,0,20.8 km,20819,20 mins,1222,"{'lat': 48.4003727, 'lng': 21.666996}","076 12 Brezina, Slovakia",OK,8,NULL,ChIJzyqPvIwrP0cREG6XxtH3AAQ,"{'lat': 48.5493659, 'lng': 21.5529881}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
63,0,26.4 km,26445,25 mins,1509,"{'lat': 48.4003727, 'lng': 21.666996}","076 12 Slivník, Slovakia",OK,8,NULL,ChIJpTOZOoYpP0cR44Og2tVDkVk,"{'lat': 48.5999955, 'lng': 21.5564504}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
65,0,20.8 km,20797,22 mins,1297,"{'lat': 48.4003727, 'lng': 21.666996}","076 13 Byšta, Slovakia",OK,8,NULL,ChIJIazbQWgsP0cRIG6XxtH3AAQ,"{'lat': 48.5306035, 'lng': 21.5410394}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
66,0,10.8 km,10786,10 mins,617,"{'lat': 48.4003727, 'lng': 21.666996}","076 14 Luhyňa, Slovakia",OK,8,NULL,ChIJnxBS2-HSOEcRAHCXxtH3AAQ,"{'lat': 48.4892938, 'lng': 21.6367137}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
73,0,48.9 km,48879,47 mins,2801,"{'lat': 48.4003727, 'lng': 21.666996}","040 18 Nižná Hutka, Slovakia",OK,8,NULL,ChIJWR-j0U0nP0cRLeMljBX7ohM,"{'lat': 48.65947, 'lng': 21.3604688}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
74,0,42.1 km,42126,48 mins,2898,"{'lat': 48.4003727, 'lng': 21.666996}","044 10 Geča, Slovakia",OK,8,NULL,ChIJsy6_zzohP0cR0EWXxtH3AAQ,"{'lat': 48.6272272, 'lng': 21.3070622}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
75,0,42.3 km,42251,48 mins,2879,"{'lat': 48.4003727, 'lng': 21.666996}","044 14 Gyňov, Slovakia",OK,8,NULL,ChIJ5-su5AQkP0cR4EWXxtH3AAQ,"{'lat': 48.5894837, 'lng': 21.3060745}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
76,0,47.3 km,47330,55 mins,3287,"{'lat': 48.4003727, 'lng': 21.666996}","044 13 Kokšov-Bakša, Slovakia",OK,8,NULL,ChIJnf5r6dogP0cRsEaXxtH3AAQ,"{'lat': 48.6472759, 'lng': 21.3247578}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
82,0,16.4 km,16424,16 mins,936,"{'lat': 48.4003727, 'lng': 21.666996}","076 35 Svätá Mária, Slovakia",OK,8,NULL,ChIJ37sfvYbaOEcRwG2XxtH3AAQ,"{'lat': 48.4326836, 'lng': 21.8440886}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
77,0,34.7 km,34684,40 mins,2384,"{'lat': 48.4003727, 'lng': 21.666996}","044 11 Skároš, Slovakia",OK,8,NULL,ChIJMeJRoyMmP0cRMEmXxtH3AAQ,"{'lat': 48.5883954, 'lng': 21.3760376}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
78,0,41.6 km,41555,47 mins,2809,"{'lat': 48.4003727, 'lng': 21.666996}","044 11 Trstené pri Hornáde, Slovakia",OK,8,NULL,ChIJhwO1Uy4kP0cRlZ3pgb5sD34,"{'lat': 48.57321, 'lng': 21.3339521}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
85,0,20.7 km,20705,19 mins,1160,"{'lat': 48.4003727, 'lng': 21.666996}","076 37 Rad, Slovakia",OK,8,NULL,ChIJ84hUaVjaOEcREHGXxtH3AAQ,"{'lat': 48.4635379, 'lng': 21.8575394}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
1,0,19.7 km,19742,21 mins,1259,"{'lat': 48.3491367, 'lng': 21.7385933}","076 82 Malá Tŕňa, Slovakia",OK,3,NULL,ChIJZTkRKxfSOEcR8Ek92zVxxrI,"{'lat': 48.4558008, 'lng': 21.6826166}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
79,0,85.7 km,85710,1 hour 7 mins,4042,"{'lat': 48.4003727, 'lng': 21.666996}","044 81 Trebejov, Slovakia",OK,8,NULL,ChIJfXnjQcLlPkcRsEmXxtH3AAQ,"{'lat': 48.8351976, 'lng': 21.2194749}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
80,0,47.6 km,47648,46 mins,2745,"{'lat': 48.4003727, 'lng': 21.666996}","044 15 Vyšná Myšľa, Slovakia",OK,8,NULL,ChIJYXzteQcnP0cRUEqXxtH3AAQ,"{'lat': 48.6342772, 'lng': 21.3876045}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
81,0,38.0 km,37963,43 mins,2591,"{'lat': 48.4003727, 'lng': 21.666996}","044 11 Ždaňa, Slovakia",OK,8,NULL,ChIJv48v2Y0mP0cRoEqXxtH3AAQ,"{'lat': 48.6023307, 'lng': 21.3466906}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
83,0,44.4 km,44391,52 mins,3092,"{'lat': 48.4003727, 'lng': 21.666996}","044 13 Valaliky, Slovakia",OK,8,NULL,ChIJO1Ia6ecgP0cRcZNvyShqkIE,"{'lat': 48.6422547, 'lng': 21.2919549}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
84,0,51.0 km,51032,49 mins,2917,"{'lat': 48.4003727, 'lng': 21.666996}","040 18 Vyšná Hutka, Slovakia",OK,8,NULL,ChIJTYve2lHfPkcRMEqXxtH3AAQ,"{'lat': 48.6754422, 'lng': 21.3541875}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
86,0,53.0 km,52965,58 mins,3485,"{'lat': 48.4003727, 'lng': 21.666996}","044 58 Milhosť, Slovakia",OK,8,NULL,ChIJz0P0LaMkP0cR5QA6U2scEFw,"{'lat': 48.5393829, 'lng': 21.2681549}","Sátoraljaújhely, Rákóczi u. 46, 3980 Hungary",locality
69,0,9.1 km,9076,10 mins,613,"{'lat': 48.3491367, 'lng': 21.7385933}","076 34 Ladmovce, Slovakia",OK,3,NULL,ChIJJxfGE-PPOEcR0G-XxtH3AAQ,"{'lat': 48.4122298, 'lng': 21.78117}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
0,0,65.5 km,65526,1 hour 7 mins,4048,"{'lat': 48.3491367, 'lng': 21.7385933}","044 41 Sady nad Torysou, Slovakia",OK,3,NULL,ChIJ9V21E-PePkcREEmXxtH3AAQ,"{'lat': 48.70756069999999, 'lng': 21.3458681}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
2,0,21.1 km,21107,22 mins,1348,"{'lat': 48.3491367, 'lng': 21.7385933}","076 82 Veľká Tŕňa, Slovakia",OK,3,NULL,ChIJM3u3MEjSOEcRQByXxtH3AAQ,"{'lat': 48.46778399999999, 'lng': 21.6785942}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
32,0,28.3 km,28307,28 mins,1691,"{'lat': 48.3491367, 'lng': 21.7385933}","076 15 Hrčeľ, Slovakia",OK,3,NULL,ChIJs_2RhIDTOEcREG-XxtH3AAQ,"{'lat': 48.5228001, 'lng': 21.6879165}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
3,0,88.7 km,88659,1 hour 16 mins,4534,"{'lat': 48.3491367, 'lng': 21.7385933}","044 31 Družstevná pri Hornáde, Slovakia",OK,3,NULL,ChIJN-oTAO7mPkcRoEWXxtH3AAQ,"{'lat': 48.8050428, 'lng': 21.2487383}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
4,0,95.5 km,95474,1 hour 19 mins,4712,"{'lat': 48.3491367, 'lng': 21.7385933}","044 81 Kysak, Slovakia",OK,3,NULL,ChIJq9KJX5nlPkcRIEeXxtH3AAQ,"{'lat': 48.85345479999999, 'lng': 21.2209916}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
25,0,43.9 km,43947,44 mins,2617,"{'lat': 48.3491367, 'lng': 21.7385933}","044 18 Slanské Nové Mesto, Slovakia",OK,3,NULL,ChIJ2wYw2rfXPkcRYEmXxtH3AAQ,"{'lat': 48.6294657, 'lng': 21.5238409}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
5,0,93.7 km,93721,1 hour 16 mins,4552,"{'lat': 48.3491367, 'lng': 21.7385933}","044 81 Obišovce, Slovakia",OK,3,NULL,ChIJCShAGGHvPkcRIEiXxtH3AAQ,"{'lat': 48.8619214, 'lng': 21.2381107}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
6,0,92.1 km,92108,1 hour 20 mins,4799,"{'lat': 48.3491367, 'lng': 21.7385933}","044 31 Sokoľ, Slovakia",OK,3,NULL,ChIJ07jXBzfkPkcRcEmXxtH3AAQ,"{'lat': 48.8134089, 'lng': 21.219625}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
7,0,53.8 km,53765,59 mins,3549,"{'lat': 48.3491367, 'lng': 21.7385933}","044 14 Čaňa, Slovakia",OK,3,NULL,ChIJF2wUr0whP0cRUEWXxtH3AAQ,"{'lat': 48.6070779, 'lng': 21.3248705}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
8,0,111 km,110726,1 hour 57 mins,7002,"{'lat': 48.3491367, 'lng': 21.7385933}","044 81 Veľká Lodina, Slovakia",OK,3,NULL,ChIJnb6rjkHlPkcREEqXxtH3AAQ,"{'lat': 48.859691, 'lng': 21.1566}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
9,0,89.5 km,89548,1 hour 17 mins,4605,"{'lat': 48.3491367, 'lng': 21.7385933}","044 31 Kostoľany nad Hornádom, Slovakia",OK,3,NULL,ChIJC9idzLHmPkcR0JOXxtH3AAQ,"{'lat': 48.7979011, 'lng': 21.2417211}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
10,0,51.0 km,51006,51 mins,3051,"{'lat': 48.3491367, 'lng': 21.7385933}","044 17 Slančík, Slovakia",OK,3,NULL,ChIJX5KcsvPXPkcRADOXxtH3AAQ,"{'lat': 48.6621688, 'lng': 21.4890466}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
11,0,56.1 km,56124,56 mins,3333,"{'lat': 48.3491367, 'lng': 21.7385933}","044 16 Blažice, Slovakia",OK,3,NULL,ChIJT36RkI7YPkcRwESXxtH3AAQ,"{'lat': 48.6668055, 'lng': 21.4112279}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
12,0,41.5 km,41530,41 mins,2437,"{'lat': 48.3491367, 'lng': 21.7385933}","044 18 Kalša, Slovakia",OK,3,NULL,ChIJ2e8wVrcpP0cRgEaXxtH3AAQ,"{'lat': 48.61325600000001, 'lng': 21.5272425}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
13,0,54.3 km,54347,53 mins,3178,"{'lat': 48.3491367, 'lng': 21.7385933}","044 16 Bohdanovce, Slovakia",OK,3,NULL,ChIJM6XednwnP0cR0ESXxtH3AAQ,"{'lat': 48.6565105, 'lng': 21.4011463}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
14,0,107 km,107497,1 hour 53 mins,6794,"{'lat': 48.3491367, 'lng': 21.7385933}","044 32 Malá Lodina, Slovakia",OK,3,TRUE,ChIJn6eUZpT6PkcRQEeXxtH3AAQ,"{'lat': 48.8781217, 'lng': 21.1333697}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
15,0,60.3 km,60278,59 mins,3520,"{'lat': 48.3491367, 'lng': 21.7385933}","044 15 Nižná Myšľa, Slovakia",OK,3,NULL,ChIJ5bEuk-EmP0cRHRDVUUjrJXk,"{'lat': 48.6258608, 'lng': 21.3635053}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
16,0,59.2 km,59223,1 hour 5 mins,3891,"{'lat': 48.3491367, 'lng': 21.7385933}","044 57 Haniska, Slovakia",OK,3,NULL,ChIJM3BgxQohP0cRIrKOWJFUB44,"{'lat': 48.6157687, 'lng': 21.2539912}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
17,0,60.0 km,59976,1 hour 1 min,3684,"{'lat': 48.3491367, 'lng': 21.7385933}","044 19 Olšovany, Slovakia",OK,3,NULL,ChIJubPMVSHZPkcRwe8Eq1BRqAU,"{'lat': 48.7049727, 'lng': 21.4122287}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
18,0,67.8 km,67750,1 hour 8 mins,4066,"{'lat': 48.3491367, 'lng': 21.7385933}","044 41 Košická Polianka, Slovakia",OK,3,NULL,ChIJcZwqxz7fPkcR4EaXxtH3AAQ,"{'lat': 48.6928202, 'lng': 21.3477367}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
19,0,61.2 km,61221,1 hour 7 mins,4002,"{'lat': 48.3491367, 'lng': 21.7385933}","044 57 Sokoľany, Slovakia",OK,3,NULL,ChIJa38imYchP0cR0IeXxtH3AAQ,"{'lat': 48.6088494, 'lng': 21.2284687}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
20,0,64.6 km,64644,1 hour 9 mins,4148,"{'lat': 48.3491367, 'lng': 21.7385933}","044 58 Seňa, Slovakia",OK,3,NULL,ChIJM0LcHJojP0cRIEmXxtH3AAQ,"{'lat': 48.5587686, 'lng': 21.2570684}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
21,0,61.2 km,61230,59 mins,3569,"{'lat': 48.3491367, 'lng': 21.7385933}","044 16 Nižný Čaj, Slovakia",OK,3,NULL,ChIJ9akAUKLYPkcRsEeXxtH3AAQ,"{'lat': 48.6659061, 'lng': 21.3981304}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
22,0,51.0 km,51004,51 mins,3047,"{'lat': 48.3491367, 'lng': 21.7385933}","044 17 Nový Salaš, Slovakia",OK,3,NULL,ChIJZythrlcoP0cREEiXxtH3AAQ,"{'lat': 48.6114099, 'lng': 21.4742923}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
23,0,47.5 km,47471,47 mins,2791,"{'lat': 48.3491367, 'lng': 21.7385933}","044 17 Slanec, Slovakia",OK,3,NULL,ChIJ79PVnA8oP0cRQEmXxtH3AAQ,"{'lat': 48.6363025, 'lng': 21.4782392}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
24,0,51.9 km,51915,51 mins,3049,"{'lat': 48.3491367, 'lng': 21.7385933}","044 16 Rákoš, Slovakia",OK,3,NULL,ChIJk5q-b5MnP0cRsEiXxtH3AAQ,"{'lat': 48.645437, 'lng': 21.4268465}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
26,0,63.3 km,63272,1 hour 9 mins,4140,"{'lat': 48.3491367, 'lng': 21.7385933}","044 57 Bočiar, Slovakia",OK,3,NULL,ChIJGzxwmjQiP0cRwIeXxtH3AAQ,"{'lat': 48.5918698, 'lng': 21.2355402}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
27,0,56.4 km,56373,57 mins,3427,"{'lat': 48.3491367, 'lng': 21.7385933}","044 19 Ruskov, Slovakia",OK,3,NULL,ChIJzx5uKUTYPkcRAEmXxtH3AAQ,"{'lat': 48.6818232, 'lng': 21.432293}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
28,0,53.1 km,53089,54 mins,3232,"{'lat': 48.3491367, 'lng': 21.7385933}","044 17 Slanská Huta, Slovakia",OK,3,NULL,ChIJq3_8zyIpP0cRUEmXxtH3AAQ,"{'lat': 48.59683099999999, 'lng': 21.4669967}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
29,0,59.1 km,59064,1 hour 1 min,3673,"{'lat': 48.3491367, 'lng': 21.7385933}","044 16 Vyšný Čaj, Slovakia",OK,3,NULL,ChIJAxHHHsDYPkcRVVSkcPpdcaM,"{'lat': 48.68367990000001, 'lng': 21.3993708}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
30,0,28.4 km,28391,28 mins,1650,"{'lat': 48.3491367, 'lng': 21.7385933}","076 02 Kysta, Slovakia",OK,3,NULL,ChIJ91DogfLTOEcRwG-XxtH3AAQ,"{'lat': 48.515171, 'lng': 21.7207349}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
31,0,29.7 km,29726,28 mins,1687,"{'lat': 48.3491367, 'lng': 21.7385933}","076 02 Zemplínsky Branč, Slovakia",OK,3,NULL,ChIJZc9o80TUOEcRE2yQCCVTAVw,"{'lat': 48.54341549999999, 'lng': 21.7218901}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
51,0,13.3 km,13253,14 mins,838,"{'lat': 48.3491367, 'lng': 21.7385933}","076 34 Zemplín, Slovakia",OK,3,NULL,ChIJy2vPrWvQOEcR4HuXxtH3AAQ,"{'lat': 48.4389312, 'lng': 21.8123559}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
34,0,22.5 km,22496,22 mins,1321,"{'lat': 48.3491367, 'lng': 21.7385933}","076 05 Zemplínske Jastrabie, Slovakia",OK,3,NULL,ChIJw2nTBjDROEcRnw1e__MI2Lo,"{'lat': 48.498037, 'lng': 21.7764395}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
33,0,22.8 km,22781,25 mins,1473,"{'lat': 48.3491367, 'lng': 21.7385933}","076 02 Kašov, Slovakia",OK,3,NULL,ChIJF3LaO1zROEcR0UGn2P-GttI,"{'lat': 48.4905361, 'lng': 21.7424947}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
35,0,14.1 km,14149,17 mins,1006,"{'lat': 48.3491367, 'lng': 21.7385933}","076 32 Bara, Slovakia",OK,3,NULL,ChIJ02z3xijOOEcRkG2XxtH3AAQ,"{'lat': 48.4281733, 'lng': 21.7164626}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
37,0,15.2 km,15214,17 mins,1028,"{'lat': 48.3491367, 'lng': 21.7385933}","076 32 Černochov, Slovakia",OK,3,NULL,ChIJqb98wMHROEcRYG6XxtH3AAQ,"{'lat': 48.4394042, 'lng': 21.7333807}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
36,0,38.1 km,38136,35 mins,2076,"{'lat': 48.3491367, 'lng': 21.7385933}","076 17 Čeľovce, Slovakia",OK,3,NULL,ChIJyU5Ki2EqP0cRenCcMgWzVgw,"{'lat': 48.6028631, 'lng': 21.6274274}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
65,0,12.4 km,12386,25 mins,1490,"{'lat': 48.5548592, 'lng': 21.5007301}","076 13 Byšta, Slovakia",OK,19,NULL,ChIJIazbQWgsP0cRIG6XxtH3AAQ,"{'lat': 48.5306035, 'lng': 21.5410394}","Pusztafalu, Unnamed Road, 3995 Hungary",locality
49,0,26.1 km,26136,25 mins,1511,"{'lat': 48.3491367, 'lng': 21.7385933}","076 15 Veľaty, Slovakia",OK,3,NULL,ChIJMVoOqGfTOEcR8HqXxtH3AAQ,"{'lat': 48.5213347, 'lng': 21.6614968}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
39,0,28.6 km,28591,29 mins,1746,"{'lat': 48.3491367, 'lng': 21.7385933}","076 03 Hraň, Slovakia",OK,3,NULL,ChIJQ7k1_3zWOEcRAG-XxtH3AAQ,"{'lat': 48.5447147, 'lng': 21.7887945}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
42,0,29.0 km,28975,29 mins,1747,"{'lat': 48.3491367, 'lng': 21.7385933}","076 13 Kazimír, Slovakia",OK,3,NULL,ChIJT-ojfJEsP0cRFm7RPNUd348,"{'lat': 48.5269205, 'lng': 21.5840868}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
43,0,25.4 km,25373,25 mins,1522,"{'lat': 48.3491367, 'lng': 21.7385933}","076 03 Sirník, Slovakia",OK,3,NULL,ChIJpx207ubWOEcRUHqXxtH3AAQ,"{'lat': 48.5183876, 'lng': 21.8034735}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
67,0,6.4 km,6407,8 mins,460,"{'lat': 48.3491367, 'lng': 21.7385933}","076 31 Viničky, Slovakia",OK,3,NULL,ChIJFZLcOLbPOEcRcHuXxtH3AAQ,"{'lat': 48.3985485, 'lng': 21.7434795}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
44,0,29.4 km,29444,32 mins,1904,"{'lat': 48.3491367, 'lng': 21.7385933}","076 14 Lastovce, Slovakia",OK,3,NULL,ChIJjQRP108rP0cR4G-XxtH3AAQ,"{'lat': 48.5393859, 'lng': 21.6285629}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
45,0,32.5 km,32459,31 mins,1846,"{'lat': 48.3491367, 'lng': 21.7385933}","076 01 Kožuchov, Slovakia",OK,3,NULL,ChIJvTYXbwTVOEcRcG-XxtH3AAQ,"{'lat': 48.5658216, 'lng': 21.7249685}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
46,0,35.4 km,35358,34 mins,2028,"{'lat': 48.3491367, 'lng': 21.7385933}","076 01 Zemplínske Hradište, Slovakia",OK,3,NULL,ChIJx0g_fXfVOEcRzBpPDBynbZY,"{'lat': 48.5837704, 'lng': 21.7356619}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
47,0,26.9 km,26945,26 mins,1582,"{'lat': 48.3491367, 'lng': 21.7385933}","076 02 Novosad, Slovakia",OK,3,NULL,ChIJ8x4lUznUOEcRgHCXxtH3AAQ,"{'lat': 48.5252548, 'lng': 21.7412231}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
48,0,10.8 km,10825,11 mins,673,"{'lat': 48.3491367, 'lng': 21.7385933}","076 35 Somotor, Slovakia",OK,3,NULL,ChIJYyKXz0jFOEcRrqnzzvy2bzc,"{'lat': 48.4036921, 'lng': 21.8110298}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
50,0,34.1 km,34131,33 mins,1980,"{'lat': 48.3491367, 'lng': 21.7385933}","076 16 Zemplínska Nová Ves, Slovakia",OK,3,NULL,ChIJifs3q9TUOEcRIQHYsL71Kgo,"{'lat': 48.5769724, 'lng': 21.6680537}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
52,0,45.1 km,45078,41 mins,2488,"{'lat': 48.3491367, 'lng': 21.7385933}","076 64 Zemplínska Teplica, Slovakia",OK,3,NULL,ChIJAxgEl1zWPkcRAHyXxtH3AAQ,"{'lat': 48.64611619999999, 'lng': 21.5738705}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
53,0,65.9 km,65937,1 hour 11 mins,4275,"{'lat': 48.3491367, 'lng': 21.7385933}","044 58 Kechnec, Slovakia",OK,3,NULL,ChIJofQTEnsjP0cRcSqreUcZBRI,"{'lat': 48.5509588, 'lng': 21.2656102}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
54,0,41.1 km,41104,38 mins,2275,"{'lat': 48.3491367, 'lng': 21.7385933}","075 01 Plechotice, Slovakia",OK,3,NULL,ChIJdRsnpITVPkcRvixQ3hLOk90,"{'lat': 48.6257446, 'lng': 21.6364758}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
55,0,20.9 km,20937,21 mins,1253,"{'lat': 48.3491367, 'lng': 21.7385933}","076 05 Brehov, Slovakia",OK,3,NULL,ChIJ8WTe2svQOEcRqc58G1XzWH8,"{'lat': 48.4872872, 'lng': 21.8195503}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
66,0,22.6 km,22607,23 mins,1370,"{'lat': 48.3491367, 'lng': 21.7385933}","076 14 Luhyňa, Slovakia",OK,3,NULL,ChIJnxBS2-HSOEcRAHCXxtH3AAQ,"{'lat': 48.4892938, 'lng': 21.6367137}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
56,0,63.0 km,63006,1 hour 8 mins,4096,"{'lat': 48.3491367, 'lng': 21.7385933}","044 58 Belža, Slovakia",OK,3,NULL,ChIJeeDu7-sjP0cRkESXxtH3AAQ,"{'lat': 48.5808077, 'lng': 21.2741044}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
57,0,34.4 km,34380,32 mins,1945,"{'lat': 48.3491367, 'lng': 21.7385933}","076 16 Stanča, Slovakia",OK,3,NULL,ChIJ42CdNysrP0cRgByXxtH3AAQ,"{'lat': 48.5689496, 'lng': 21.6578755}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
58,0,20.1 km,20100,20 mins,1203,"{'lat': 48.3491367, 'lng': 21.7385933}","076 05 Cejkov, Slovakia",OK,3,NULL,ChIJ8f08Mw_ROEcRdYBNV9E0mcg,"{'lat': 48.4679814, 'lng': 21.7623173}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
19,0,14.6 km,14597,16 mins,978,"{'lat': 48.55945939999999, 'lng': 21.3321121}","044 57 Sokoľany, Slovakia",OK,28,NULL,ChIJa38imYchP0cR0IeXxtH3AAQ,"{'lat': 48.6088494, 'lng': 21.2284687}","3342, 044 11 Trstené pri Hornáde, Slovakia",locality
59,0,36.0 km,35971,33 mins,2007,"{'lat': 48.3491367, 'lng': 21.7385933}","076 17 Nižný Žipov, Slovakia",OK,3,NULL,ChIJuYuC8N0qP0cR48ntNy7FsQw,"{'lat': 48.5823056, 'lng': 21.6369371}","3686, 076 31 Streda nad Bodrogom, Slovakia",locality
